nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date,sponsor_type,sponsor_name,primary_condition,duration_days
NCT100007106,Interventional,Phase 3,Completed,166,2022-02-24,2024-04-14,Industry,Industry Sponsor #154,Multiple Sclerosis,780
NCT100007107,Interventional,Phase 2,Completed,22,2011-06-01,2013-12-07,Other,Other Sponsor #93,Obesity,920
NCT100007108,Interventional,Phase 1,Recruiting,41,2024-07-02,,Other,Other Sponsor #217,Breast Cancer,
NCT100007109,Interventional,Phase 3,Recruiting,34,2019-09-01,,Industry,Industry Sponsor #128,Ulcerative Colitis,
NCT100007110,Interventional,Phase 4,Completed,205,2025-12-28,2025-12-31,Industry,Industry Sponsor #38,Non-Small Cell Lung Cancer,3
NCT100007111,Interventional,Phase 3,Completed,154,2024-10-21,2026-11-20,Industry,Industry Sponsor #46,Multiple Sclerosis,760
NCT100007112,Interventional,Phase 1,Terminated,51,2014-10-12,2015-06-07,Other,Other Sponsor #71,Type 2 Diabetes Mellitus,238
NCT100007113,Interventional,Phase 3,Completed,52,2013-05-22,2015-06-27,Industry,Industry Sponsor #365,Rheumatoid Arthritis,766
NCT100007114,Interventional,Phase 1,Recruiting,364,2023-09-29,,NIH,NIH Sponsor #331,Major Depressive Disorder,
NCT100007115,Interventional,Phase 3,Completed,26,2019-10-16,2023-11-29,Other,Other Sponsor #304,HIV Infections,1505
NCT100007116,Interventional,Phase 1,Completed,152,2013-11-07,2015-09-14,Industry,Industry Sponsor #61,Non-Small Cell Lung Cancer,676
NCT100007117,Interventional,Phase 2,Recruiting,11,2019-08-30,,Industry,Industry Sponsor #129,Rheumatoid Arthritis,
NCT100007118,Interventional,Phase 2,Completed,162,2018-08-07,2021-01-24,Other,Other Sponsor #9,Asthma,901
NCT100007119,Interventional,Phase 3,Completed,75,2025-08-28,2025-12-31,Other,Other Sponsor #295,Type 2 Diabetes Mellitus,125
NCT100007120,Interventional,Phase 4,Completed,207,2013-05-23,2015-12-30,NIH,NIH Sponsor #176,Osteoarthritis,951
NCT100007121,Interventional,Phase 3,Completed,155,2020-01-27,2023-08-26,Industry,Industry Sponsor #375,Chronic Obstructive Pulmonary Disease,1307
NCT100007122,Interventional,Phase 3,Completed,26,2025-03-23,2025-12-31,Industry,Industry Sponsor #13,Psoriasis,283
NCT100007123,Interventional,Phase 3,Recruiting,80,2020-08-15,,Other,Other Sponsor #196,Ulcerative Colitis,
NCT100007124,Interventional,Phase 2,Recruiting,80,2022-10-20,,Industry,Industry Sponsor #376,Migraine,
NCT100007125,Interventional,Phase 2,Recruiting,391,2017-10-13,,NIH,NIH Sponsor #107,Osteoarthritis,
NCT100007126,Interventional,Phase 3,Completed,29,2013-04-17,2016-03-25,Industry,Industry Sponsor #261,HIV Infections,1073
NCT100007127,Interventional,Phase 2,Completed,52,2012-07-14,2014-10-13,Industry,Industry Sponsor #272,Breast Cancer,821
NCT100007128,Interventional,Phase 2,"Active, not recruiting",52,2013-12-01,,Other,Other Sponsor #125,Ulcerative Colitis,
NCT100007129,Interventional,Phase 1,Terminated,56,2021-11-19,2022-11-15,Other,Other Sponsor #288,Psoriasis,361
NCT100007130,Interventional,Phase 3,Recruiting,33,2012-03-15,,NIH,NIH Sponsor #268,Breast Cancer,
NCT100007131,Interventional,Phase 3,Completed,169,2018-03-15,2022-02-13,Other,Other Sponsor #215,Multiple Sclerosis,1431
NCT100007132,Interventional,Phase 3,Completed,53,2020-11-22,2024-02-23,Industry,Industry Sponsor #108,HIV Infections,1188
NCT100007133,Interventional,Phase 3,Completed,63,2012-08-05,2016-07-20,Industry,Industry Sponsor #232,Type 2 Diabetes Mellitus,1445
NCT100007134,Interventional,Phase 2,Completed,93,2019-01-02,2021-04-30,Industry,Industry Sponsor #249,Rheumatoid Arthritis,849
NCT100007135,Interventional,Phase 1,"Active, not recruiting",32,2021-11-08,,Industry,Industry Sponsor #25,Coronary Artery Disease,
NCT100007136,Interventional,Phase 2,"Active, not recruiting",38,2011-04-26,,Other,Other Sponsor #273,Parkinson's Disease,
NCT100007137,Interventional,Phase 1,Completed,241,2021-09-06,2024-09-14,Industry,Industry Sponsor #323,Non-Small Cell Lung Cancer,1104
NCT100007138,Interventional,Phase 3,Completed,14,2012-04-25,2014-10-31,Industry,Industry Sponsor #248,Migraine,919
NCT100007139,Interventional,Phase 3,Completed,60,2016-10-13,2019-03-24,Other,Other Sponsor #35,Chronic Obstructive Pulmonary Disease,892
NCT100007140,Interventional,Phase 3,Completed,431,2018-08-30,2020-10-11,Industry,Industry Sponsor #349,Hypertension,773
NCT100007141,Interventional,Phase 4,Completed,73,2023-02-13,2025-12-01,Other,Other Sponsor #327,Chronic Kidney Disease,1022
NCT100007142,Interventional,Phase 3,Completed,168,2021-06-27,2023-11-04,Industry,Industry Sponsor #15,Osteoarthritis,860
NCT100007143,Interventional,Phase 1,Completed,46,2017-04-27,2019-11-12,Industry,Industry Sponsor #188,Breast Cancer,929
NCT100007144,Interventional,Phase 2,Withdrawn,77,2013-03-15,2013-12-29,Industry,Industry Sponsor #391,Breast Cancer,289
NCT100007145,Interventional,Phase 1,Withdrawn,33,2024-08-05,2025-02-05,Industry,Industry Sponsor #269,Hypertension,184
NCT100007146,Interventional,Phase 2,Unknown status,76,2012-02-11,,Other,Other Sponsor #31,Parkinson's Disease,
NCT100007147,Interventional,Phase 1,"Active, not recruiting",107,2014-06-15,,Other,Other Sponsor #365,Chronic Obstructive Pulmonary Disease,
NCT100007148,Interventional,Phase 2,Completed,27,2019-01-01,2023-02-14,Industry,Industry Sponsor #285,Alzheimer's Disease,1505
NCT100007149,Interventional,Phase 2,Completed,138,2024-10-04,2026-11-09,Industry,Industry Sponsor #154,Non-Small Cell Lung Cancer,766
NCT100007150,Interventional,Phase 4,Completed,70,2023-06-27,2026-05-19,Industry,Industry Sponsor #25,Type 2 Diabetes Mellitus,1057
NCT100007151,Interventional,Phase 2,Terminated,15,2023-09-06,2024-08-30,Other,Other Sponsor #233,Schizophrenia,359
NCT100007152,Interventional,Phase 1,Terminated,107,2021-08-09,2022-03-04,Industry,Industry Sponsor #21,Asthma,207
NCT100007153,Interventional,Phase 3,Terminated,14,2011-07-05,2012-10-01,Industry,Industry Sponsor #242,Migraine,454
NCT100007154,Interventional,Phase 3,Completed,106,2024-09-11,2025-12-31,Other,Other Sponsor #377,Chronic Kidney Disease,476
NCT100007155,Interventional,Phase 1,Recruiting,308,2023-09-18,,Other,Other Sponsor #379,Psoriasis,
NCT100007156,Interventional,Phase 2,Terminated,129,2019-05-19,2020-01-26,Industry,Industry Sponsor #116,Alzheimer's Disease,252
NCT100007157,Interventional,Phase 3,Completed,116,2022-03-02,2025-03-26,Other,Other Sponsor #302,Non-Small Cell Lung Cancer,1120
NCT100007158,Interventional,Phase 4,Recruiting,41,2016-04-22,,Other,Other Sponsor #11,Schizophrenia,
NCT100007159,Interventional,Phase 3,Recruiting,46,2015-09-03,,Industry,Industry Sponsor #248,Migraine,
NCT100007160,Interventional,Phase 3,Completed,25,2015-10-03,2017-10-09,Industry,Industry Sponsor #395,Breast Cancer,737
NCT100007161,Interventional,Phase 2,Completed,21,2012-04-04,2013-11-09,Other,Other Sponsor #109,Schizophrenia,584
NCT100007162,Interventional,Phase 3,Recruiting,207,2016-09-27,,Industry,Industry Sponsor #17,Rheumatoid Arthritis,
NCT100007163,Interventional,Phase 2,Completed,5,2022-03-07,2023-09-01,Other,Other Sponsor #135,Chronic Obstructive Pulmonary Disease,543
NCT100007164,Interventional,Phase 3,Completed,165,2014-08-18,2017-06-02,Other,Other Sponsor #149,Hypertension,1019
NCT100007165,Interventional,Phase 1,Completed,94,2025-09-19,2025-12-31,Industry,Industry Sponsor #242,Rheumatoid Arthritis,103
NCT100007166,Interventional,Phase 1,Completed,21,2013-03-27,2014-09-21,Other,Other Sponsor #84,Asthma,543
NCT100007167,Interventional,Phase 4,Withdrawn,38,2021-07-15,2022-06-14,Other,Other Sponsor #15,Type 2 Diabetes Mellitus,334
NCT100007168,Interventional,Phase 3,Completed,185,2015-10-24,2017-12-05,Other,Other Sponsor #327,Breast Cancer,773
NCT100007169,Interventional,Phase 3,Completed,16,2023-11-18,2026-12-23,Other,Other Sponsor #86,Ulcerative Colitis,1131
NCT100007170,Interventional,Phase 2,Completed,47,2024-10-29,2025-12-31,Other,Other Sponsor #204,HIV Infections,428
NCT100007171,Interventional,Phase 1,Completed,61,2018-11-16,2021-01-28,Industry,Industry Sponsor #208,Breast Cancer,804
NCT100007172,Interventional,Phase 2,Unknown status,5,2016-11-17,,Other,Other Sponsor #338,Obesity,
NCT100007173,Interventional,Phase 4,Completed,14,2025-01-01,2025-12-31,Other,Other Sponsor #171,Obesity,364
NCT100007174,Interventional,Phase 2,Completed,16,2017-12-25,2019-11-17,Other,Other Sponsor #38,Breast Cancer,692
NCT100007175,Interventional,Phase 4,Completed,323,2018-05-22,2019-11-02,Industry,Industry Sponsor #222,Coronary Artery Disease,529
NCT100007176,Interventional,Phase 1,Completed,71,2021-04-01,2023-08-10,Industry,Industry Sponsor #311,Obesity,861
NCT100007177,Interventional,Phase 2,Completed,126,2024-08-12,2025-12-31,Industry,Industry Sponsor #96,Multiple Sclerosis,506
NCT100007178,Interventional,Phase 2,Terminated,5,2013-03-21,2013-08-18,Other,Other Sponsor #292,Parkinson's Disease,150
NCT100007179,Interventional,Phase 3,Recruiting,33,2012-07-15,,Industry,Industry Sponsor #192,Chronic Kidney Disease,
NCT100007180,Interventional,Phase 1,Unknown status,33,2014-10-27,,Other,Other Sponsor #334,Parkinson's Disease,
NCT100007181,Interventional,Phase 3,Completed,13,2014-07-18,2016-01-14,Industry,Industry Sponsor #371,Schizophrenia,545
NCT100007182,Interventional,Phase 2,Completed,183,2011-09-13,2013-08-28,Other,Other Sponsor #226,Hypertension,715
NCT100007183,Interventional,Phase 3,Terminated,57,2022-06-06,2023-06-25,Other,Other Sponsor #195,Alzheimer's Disease,384
NCT100007184,Interventional,Phase 1,Terminated,142,2017-09-06,2019-06-08,Other,Other Sponsor #252,Osteoarthritis,640
NCT100007185,Interventional,Phase 2,Completed,21,2015-08-13,2017-07-01,Other,Other Sponsor #329,Psoriasis,688
NCT100007186,Interventional,Phase 1,Recruiting,15,2012-12-29,,Other,Other Sponsor #47,Osteoarthritis,
NCT100007187,Interventional,Phase 3,Recruiting,58,2021-11-07,,Other,Other Sponsor #223,Ulcerative Colitis,
NCT100007188,Interventional,Phase 1,Recruiting,35,2025-12-07,,Other,Other Sponsor #204,Chronic Obstructive Pulmonary Disease,
NCT100007189,Interventional,Phase 1,Terminated,47,2011-11-17,2012-05-18,Other,Other Sponsor #180,Ulcerative Colitis,183
NCT100007190,Interventional,Phase 4,Completed,308,2012-03-04,2014-04-08,Industry,Industry Sponsor #209,Obesity,765
NCT100007191,Interventional,Phase 2,Unknown status,78,2021-01-31,,Other,Other Sponsor #256,Alzheimer's Disease,
NCT100007192,Interventional,Phase 2,"Active, not recruiting",447,2021-12-14,,Industry,Industry Sponsor #134,Obesity,
NCT100007193,Interventional,Phase 2,Recruiting,160,2017-01-10,,Industry,Industry Sponsor #252,Alzheimer's Disease,
NCT100007194,Interventional,Phase 2,Completed,31,2012-06-29,2013-10-05,Industry,Industry Sponsor #309,Rheumatoid Arthritis,463
NCT100007195,Interventional,Phase 2,Terminated,111,2015-01-09,2015-12-10,Other,Other Sponsor #13,Asthma,335
NCT100007196,Interventional,Phase 3,Withdrawn,71,2013-06-02,2014-05-24,Industry,Industry Sponsor #287,Type 2 Diabetes Mellitus,356
NCT100007197,Interventional,Phase 2,Recruiting,2282,2015-04-11,,Industry,Industry Sponsor #194,Parkinson's Disease,
NCT100007198,Interventional,Phase 4,"Active, not recruiting",11,2018-02-19,,Industry,Industry Sponsor #96,Major Depressive Disorder,
NCT100007199,Interventional,Phase 1,"Active, not recruiting",32,2020-08-11,,Other,Other Sponsor #239,Chronic Kidney Disease,
NCT100007200,Interventional,Phase 1,Recruiting,62,2016-07-16,,Industry,Industry Sponsor #319,Non-Small Cell Lung Cancer,
NCT100007201,Interventional,Phase 1,Terminated,5,2014-06-17,2014-11-05,Other,Other Sponsor #367,Rheumatoid Arthritis,141
NCT100007202,Interventional,Phase 2,Completed,15,2012-12-08,2015-05-18,Other,Other Sponsor #170,Major Depressive Disorder,891
NCT100007203,Interventional,Phase 1,Completed,16,2011-05-28,2012-12-27,Industry,Industry Sponsor #127,Rheumatoid Arthritis,579
NCT100007204,Interventional,Phase 3,Completed,153,2023-08-12,2026-08-20,Industry,Industry Sponsor #233,Multiple Sclerosis,1104
NCT100007205,Interventional,Phase 1,Recruiting,32,2017-09-11,,Industry,Industry Sponsor #226,Multiple Sclerosis,
NCT100007206,Interventional,Phase 3,Completed,90,2016-01-08,2018-04-29,Other,Other Sponsor #215,HIV Infections,842
NCT100007207,Interventional,Phase 2,Terminated,380,2020-08-20,2022-04-02,Industry,Industry Sponsor #128,HIV Infections,590
NCT100007208,Interventional,Phase 2,Recruiting,39,2021-11-09,,Industry,Industry Sponsor #101,Coronary Artery Disease,
NCT100007209,Interventional,Phase 2,"Active, not recruiting",154,2025-09-05,,Other,Other Sponsor #66,Psoriasis,
NCT100007210,Interventional,Phase 3,Completed,15,2022-11-26,2024-12-01,Other,Other Sponsor #61,Breast Cancer,736
NCT100007211,Interventional,Phase 3,Recruiting,51,2020-07-29,,Other,Other Sponsor #159,Obesity,
NCT100007212,Interventional,Phase 3,Completed,159,2022-12-27,2025-12-25,Industry,Industry Sponsor #135,Osteoarthritis,1094
NCT100007213,Interventional,Phase 3,Completed,268,2021-06-09,2023-07-31,Industry,Industry Sponsor #345,Alzheimer's Disease,782
NCT100007214,Interventional,Phase 3,Completed,26,2011-09-02,2015-02-07,Other,Other Sponsor #87,Ulcerative Colitis,1254
NCT100007215,Interventional,Phase 4,Completed,431,2013-01-31,2014-08-31,Industry,Industry Sponsor #287,Breast Cancer,577
NCT100007216,Interventional,Phase 2,"Active, not recruiting",108,2025-04-06,,Industry,Industry Sponsor #251,Multiple Sclerosis,
NCT100007217,Interventional,Phase 3,Completed,32,2013-05-30,2015-06-03,Other,Other Sponsor #309,Osteoarthritis,734
NCT100007218,Interventional,Phase 1,Completed,859,2025-01-26,2026-11-01,Industry,Industry Sponsor #292,Non-Small Cell Lung Cancer,644
NCT100007219,Interventional,Phase 1,Recruiting,136,2022-01-08,,Industry,Industry Sponsor #388,Asthma,
NCT100007220,Interventional,Phase 1,"Active, not recruiting",69,2019-01-30,,Other,Other Sponsor #134,Schizophrenia,
NCT100007221,Interventional,Phase 2,Completed,61,2014-07-28,2015-12-17,Other,Other Sponsor #356,HIV Infections,507
NCT100007222,Interventional,Phase 2,Recruiting,5,2014-07-28,,Industry,Industry Sponsor #328,HIV Infections,
NCT100007223,Interventional,Phase 4,"Active, not recruiting",68,2012-02-04,,Industry,Industry Sponsor #122,Chronic Kidney Disease,
NCT100007224,Interventional,Phase 2,Completed,24,2013-04-01,2015-10-11,Industry,Industry Sponsor #7,Psoriasis,923
NCT100007225,Interventional,Phase 2,"Active, not recruiting",104,2021-11-15,,Industry,Industry Sponsor #270,Ulcerative Colitis,
NCT100007226,Interventional,Phase 1,Completed,16,2016-02-11,2019-02-03,Industry,Industry Sponsor #100,Rheumatoid Arthritis,1088
NCT100007227,Interventional,Phase 2,Completed,124,2011-08-10,2015-07-10,Industry,Industry Sponsor #246,Rheumatoid Arthritis,1430
NCT100007228,Interventional,Phase 4,Completed,25,2012-04-25,2015-05-05,Other,Other Sponsor #37,Migraine,1105
NCT100007229,Interventional,Phase 1,Terminated,103,2023-11-09,2024-04-28,Other,Other Sponsor #88,Chronic Obstructive Pulmonary Disease,171
NCT100007230,Interventional,Phase 2,Completed,38,2018-02-04,2019-12-26,Other,Other Sponsor #188,Psoriasis,690
NCT100007231,Interventional,Phase 3,Unknown status,264,2013-05-21,,Other,Other Sponsor #288,Breast Cancer,
NCT100007232,Interventional,Phase 3,Completed,57,2018-03-14,2022-02-11,Other,Other Sponsor #376,Asthma,1430
NCT100007233,Interventional,Phase 3,Completed,19,2023-11-29,2026-05-25,Other,Other Sponsor #80,Obesity,908
NCT100007234,Interventional,Phase 2,Completed,11,2023-05-18,2025-01-31,Other,Other Sponsor #299,Chronic Kidney Disease,624
NCT100007235,Interventional,Phase 1,"Active, not recruiting",9,2019-02-10,,NIH,NIH Sponsor #277,Non-Small Cell Lung Cancer,
NCT100007236,Interventional,Phase 2,Completed,78,2011-02-16,2013-07-07,Industry,Industry Sponsor #313,Alzheimer's Disease,872
NCT100007237,Interventional,Phase 4,"Active, not recruiting",37,2012-08-24,,Industry,Industry Sponsor #259,Rheumatoid Arthritis,
NCT100007238,Interventional,Phase 4,Completed,174,2019-02-26,2021-02-16,Other,Other Sponsor #336,Ulcerative Colitis,721
NCT100007239,Interventional,Phase 3,Completed,87,2019-11-22,2022-08-29,Industry,Industry Sponsor #340,Psoriasis,1011
NCT100007240,Interventional,Phase 2,Terminated,14,2012-02-27,2012-08-22,Other,Other Sponsor #107,Rheumatoid Arthritis,177
NCT100007241,Interventional,Phase 2,Recruiting,82,2012-08-21,,Industry,Industry Sponsor #308,Type 2 Diabetes Mellitus,
NCT100007242,Interventional,Phase 1,Completed,111,2014-01-05,2015-10-21,Industry,Industry Sponsor #338,Type 2 Diabetes Mellitus,654
NCT100007243,Interventional,Phase 1,Unknown status,52,2025-03-19,,NIH,NIH Sponsor #315,Major Depressive Disorder,
NCT100007244,Interventional,Phase 2,Terminated,336,2023-09-26,2024-10-21,Industry,Industry Sponsor #37,Schizophrenia,391
NCT100007245,Interventional,Phase 4,Completed,63,2025-08-04,2025-12-31,Industry,Industry Sponsor #144,Ulcerative Colitis,149
NCT100007246,Interventional,Phase 2,Completed,27,2013-02-25,2015-02-02,Other,Other Sponsor #132,Type 2 Diabetes Mellitus,707
NCT100007247,Interventional,Phase 2,Completed,50,2013-04-18,2015-02-20,Industry,Industry Sponsor #400,Chronic Kidney Disease,673
NCT100007248,Interventional,Phase 2,Completed,176,2015-04-13,2016-11-24,Industry,Industry Sponsor #253,Breast Cancer,591
NCT100007249,Interventional,Phase 2,Completed,5,2016-01-08,2018-05-03,Other,Other Sponsor #11,Parkinson's Disease,846
NCT100007250,Interventional,Phase 2,Recruiting,56,2013-02-27,,Industry,Industry Sponsor #341,HIV Infections,
NCT100007251,Interventional,Phase 3,Completed,76,2022-05-16,2025-07-07,NIH,NIH Sponsor #358,Obesity,1148
NCT100007252,Interventional,Phase 1,Completed,423,2023-05-16,2025-06-26,Other,Other Sponsor #308,Breast Cancer,772
NCT100007253,Interventional,Phase 2,Completed,29,2020-02-14,2021-08-31,Other,Other Sponsor #400,Rheumatoid Arthritis,564
NCT100007254,Interventional,Phase 1,Withdrawn,374,2016-06-10,2018-10-19,Industry,Industry Sponsor #350,Parkinson's Disease,861
NCT100007255,Interventional,Phase 3,Unknown status,39,2024-10-02,,Industry,Industry Sponsor #177,Type 2 Diabetes Mellitus,
NCT100007256,Interventional,Phase 2,"Active, not recruiting",51,2014-02-28,,Other,Other Sponsor #158,Obesity,
NCT100007257,Interventional,Phase 3,Unknown status,188,2012-11-11,,Industry,Industry Sponsor #353,Asthma,
NCT100007258,Interventional,Phase 3,Completed,38,2014-06-15,2017-02-27,Industry,Industry Sponsor #235,Type 2 Diabetes Mellitus,988
NCT100007259,Interventional,Phase 4,Completed,770,2011-02-27,2014-12-27,Industry,Industry Sponsor #68,Schizophrenia,1399
NCT100007260,Interventional,Phase 4,Recruiting,683,2025-11-18,,Industry,Industry Sponsor #30,Obesity,
NCT100007261,Interventional,Phase 1,Completed,57,2014-11-02,2016-11-20,Other,Other Sponsor #395,Ulcerative Colitis,749
NCT100007262,Interventional,Phase 3,Completed,284,2017-05-24,2020-03-28,Other,Other Sponsor #348,Chronic Obstructive Pulmonary Disease,1039
NCT100007263,Interventional,Phase 1,Terminated,21,2024-12-15,2025-09-12,Other,Other Sponsor #177,Chronic Obstructive Pulmonary Disease,271
